id,text,anger,fear,joy,sadness,surprise
eng_train_track_a_01916,They also had to flush out my eyes ( which i had had closed the ENTIRE time ) cause they had glass in them.,0,1,0,1,0
eng_train_track_a_01917,There's my stoner floor mate with a fucking stun gun.,1,1,0,0,1
eng_train_track_a_01918,None of us has mentioned the incident since.,0,1,0,1,1
eng_train_track_a_01919,This happened like 10 years ago.,0,0,0,0,1
eng_train_track_a_01920,They no longer live there.,0,0,0,1,0
eng_train_track_a_01921,"The stranger is left speechless, confused, and strangely proud.",0,1,1,0,1
eng_train_track_a_01922,"I stood in the back and flipped through a book, my forehead deeply furrowed as though I was seriously seeking answers to the universe.",0,1,0,1,0
eng_train_track_a_01923,"Callie takes attention at my tone, having probably gotten used to my mumbled thanks in response to all of the attendees who had already been by, and she places her hand protectively at the base of my spine.",0,0,1,0,0
eng_train_track_a_01924,The light would come all the way up to your vehicle and then it would seem to vanish only to be on the other side of you heading the other way.,0,1,0,0,1
eng_train_track_a_01925,- I would wake up in the middle of the night and my bedroom would be super bright.,0,1,0,0,1
eng_train_track_a_01926,So I'm racking my brain.,0,1,0,0,0
eng_train_track_a_01927,I still cannot explain this.,0,1,0,0,1
eng_train_track_a_01928,"Now he's sobbing and screaming, finally defeated.",0,1,0,1,0
eng_train_track_a_01929,"It made an odd 'thap' noise, you know...",0,1,0,0,1
eng_train_track_a_01930,The waitress had physical therapy experience and prepared a nice bag of ice for my ankle and the beer was FANTASTIC!,0,0,1,0,0
eng_train_track_a_01931,"Then suddenly, she heard a strange thump; but looking around saw nothing.",0,1,0,0,1
eng_train_track_a_01932,"Why was he angry with me?And now, about 24 hours later, I feel a stiffness in my neck, a weird sensation in my right arm.",1,1,0,0,0
eng_train_track_a_01933,"I knew there were bits on this section I had struggled with, like the massive drop offs ( okay, maybe not massive, but they seemed massive to me ) and the steep switchbacks, but again I managed to avoid the urge to grab handfuls of brakes and shut my eyes, and I forced myself to ride the first big drop off and the next few were suddenly much less scary.",0,1,1,0,0
eng_train_track_a_01934,I draw on the bark with my fingers the roots that twist and twine at my side.,0,0,1,0,0
eng_train_track_a_01935,"""Are you sure, sis?",0,1,0,0,1
eng_train_track_a_01936,Kick my heels up and shout.,0,0,1,0,0
eng_train_track_a_01937,my mum had complained to my step dad about feeling uneasy.,0,1,0,1,0
eng_train_track_a_01938,"You could not see a foot in front of you and I practically cried getting to the bottom because the wind and snow was literally burning my face, lol.",0,1,0,1,0
eng_train_track_a_01939,I am exhausted and my back is hurting along with my throat.,0,1,0,1,0
eng_train_track_a_01940,"It could have been slaughter, but he turned his wheel.",0,1,0,0,1
eng_train_track_a_01941,"i did this without counting, so it's good to know that i am slowly getting a handle on eating reasonably without having to write down every single thing i put in my mouth.",0,0,1,0,0
eng_train_track_a_01942,I totally freaked out.,0,1,0,0,1
eng_train_track_a_01943,"Had to scream my lungs out while the guy just let the crowd pass my bag to me, a bag which got passed all the way to the other side, before I finally managed to get my hands on to the neon orange carrier which had my Phone, Camera, Hard Drive, Wallet, and Keys.In the end had to change without bathing in a smelly toilet at Temasek Poly, before bidding Boon Goodbye on the phone whilst complaining about the event.",1,1,0,0,0
eng_train_track_a_01944,I feel it slithering down my skin like a anaconda snake.,0,1,0,0,1
eng_train_track_a_01945,That one was probably the weirdest.,0,0,0,0,1
eng_train_track_a_01946,"After I rationalized a bit, I calmed down.",0,1,1,0,0
eng_train_track_a_01947,The barn is full of corpses.,0,1,0,1,1
eng_train_track_a_01948,watching her leave with dudes drove me crazy.,1,1,0,1,0
eng_train_track_a_01949,"I know most of you will find it hard to believe but, this is my story.",0,1,0,0,1
eng_train_track_a_01950,"I'm not European-American, I'm a white American.",0,0,0,0,0
eng_train_track_a_01951,Well I have the bright idea that I need to stop being like this and I end up alone on the elevator with this girl.,0,1,1,1,1
eng_train_track_a_01952,"there's so much going through my head now, but somethings just can't be said.",0,1,0,1,0
eng_train_track_a_01953,"The Spot on my ear was bot good, but not alarming.",0,0,0,0,0
eng_train_track_a_01954,Thankfully I never went through with it.,0,1,1,0,0
eng_train_track_a_01955,Scared me shitless each time it happened.,0,1,0,0,1
eng_train_track_a_01956,"How I do miss so much the ability to just go here or there whenever my heart desires to go $ But alas I no longer drive; it is for the safety of the world, at large; that is!",0,0,0,1,0
eng_train_track_a_01957,I literally hid my face and my whole self.,0,1,0,1,0
eng_train_track_a_01958,""" and look in my rear view mirror.",0,1,0,0,0
eng_train_track_a_01959,"`` Don't read it to me '', I yelled inside my head.",1,0,0,0,0
eng_train_track_a_01960,It was hung at a very strange angle.,0,1,0,0,1
eng_train_track_a_01961,"For the first time, I noticed their eyes.",0,0,0,0,1
eng_train_track_a_01962,"She grinned toothlessly and with a cackle, spoke: Now your *third* wish.",0,1,0,0,1
eng_train_track_a_01963,"Despite my literal and non-literal `` growing up '' in another place, I had always felt a claim to Calgary, a belonging that wound deep through my bones.",0,0,1,0,0
eng_train_track_a_01964,There was a red burn mark on my chin for a couple of weeks.,0,0,0,1,0
eng_train_track_a_01965,"I began to start running away again, but I tripped and fell flat on my back.",0,1,0,1,0
eng_train_track_a_01966,The other night I was on my way to bed and I stopped in the bathroom to brush my teeth.,0,0,0,0,0
eng_train_track_a_01967,"This'll probably get buried, but what the hell?",0,0,0,0,1
eng_train_track_a_01968,"Somehow, with visions of doll masks and pocket 6s dancing my head, I still managed to fall asleep.",0,1,0,0,1
eng_train_track_a_01969,"A tear bubbled at the corner of my eye, and then slowly caressed my cheek.",0,0,0,1,0
eng_train_track_a_01970,Then proceeded to duck and run past him into the female restroom.,0,1,0,0,1
eng_train_track_a_01971,It really superly dried my face out.,0,1,0,0,0
eng_train_track_a_01972,I close my eyes determined to find light every ray that shines through is blotted with the darkest of dark I hear a constant drumming.,0,1,0,1,0
eng_train_track_a_01973,"""We need to talk"".",1,1,0,1,1
eng_train_track_a_01974,I was very scared.,0,1,0,0,0
eng_train_track_a_01975,"Nope, and they wouldn't let me leave the dog without paying.",1,1,0,0,1
eng_train_track_a_01976,Which means I have a ton of extra time on my hands.,0,0,1,0,0
eng_train_track_a_01977,"I can't sing it in my head because I don't know the Japanese lyrics well enough, so it's a little frustrating.",1,1,0,0,0
eng_train_track_a_01978,"I was doing well emotionally last night and was feeling okay about not having Baby in my arms yet, but this morning has been a lot harder.",0,0,0,1,0
eng_train_track_a_01979,"I whimpered, and my heels started pounding against the hardwood floor.",0,1,0,0,0
eng_train_track_a_01980,"Not a completely awful birthday, but my worst.",0,0,1,1,0
eng_train_track_a_01981,My heart is heavy for the Haitian government.,0,0,0,1,0
eng_train_track_a_01982,"I woke up this morning with my arms, back and sides in that lovely workout pain that soothes me so.",0,0,1,0,0
eng_train_track_a_01983,I bawled my eyes out when Wait.,0,0,0,1,0
eng_train_track_a_01984,"She found her Dad and gave him a rock she had found out side, just a plain old rock.",0,0,1,0,0
eng_train_track_a_01985,"Navy, Air Traffic controller.",0,0,0,0,0
eng_train_track_a_01986,"I should interject here, that I prayed on my knees at the alter for a diagnosis at the church of the nazarene-ONE week before this happened... and then three days ago, my doctor sat me down and showed me my lab tests and gave me the pheochromocytoma word, and the two specialist referrals, looked at me and said `` I'm going to get you your life back.",0,1,1,1,0
eng_train_track_a_01987,"I ran my hand through my hair, trying to clear my head.",0,1,0,0,0
eng_train_track_a_01988,And you'll have just married psycho ex.,1,1,0,0,0
eng_train_track_a_01989,"he kept talking, but i couldn't hear anything but my heart exploding inside my chest, the grand finale.",0,1,0,0,0
eng_train_track_a_01990,3rd I really don't know... Any of the main characters really..,0,1,0,0,0
eng_train_track_a_01991,I covered my face with my hands.,0,1,0,1,0
eng_train_track_a_01992,"Probably just going to be buried, but at least I can tell this story somewhere.",0,0,0,1,0
eng_train_track_a_01993,I put a hand to my brow furrowed with worry and closed my eyes.,0,1,0,1,0
eng_train_track_a_01994,"and the stains, across my heart.",0,1,0,1,0
eng_train_track_a_01995,I have so much stuff in my head right now.,0,1,0,1,0
eng_train_track_a_01996,I got there about 7:00 a.m. and started losing up my legs and doing some yoga.,0,0,1,0,0
eng_train_track_a_01997,"Now, mental illness runs in my family, from fairly ""common"" stuff like depression and anxiety (which I have) to dissociative identity disorder, borderline personality disorder, and schizophrenia.",0,1,0,1,1
eng_train_track_a_01998,My legs are feeling the effects right now.,0,0,0,1,0
eng_train_track_a_01999,"&gt; Needless to say, I never asked to be haunted again.",1,1,0,0,1
eng_train_track_a_02000,My throat goes dry and my cough sounds not even human at some points.,0,1,0,0,0
eng_train_track_a_02001,This bracelet just falls to the ground.,0,1,0,0,1
eng_train_track_a_02002,"Either way, awesome night.",0,0,1,0,0
eng_train_track_a_02003,"I yawned, blinking my eyes rapidly as I muttered, `` Sorry, Lee. ''",0,0,0,0,0
eng_train_track_a_02004,"I seated some where, and just about to open my story book, my eye caught a glimpse of someone standing right do nt even know... Walk to library.",0,1,0,0,1
eng_train_track_a_02005,"Sitting around a few years ago with about 5 friends at my best friends house, i'm watching someone play ps2 and i notice a hand reach out from between the t.v.",0,1,0,0,1
eng_train_track_a_02006,7) Went to dinner with a woman in an open relationship.,0,1,1,0,0
eng_train_track_a_02007,I followed the direction it went thinking it was my friend.,0,1,0,0,1
eng_train_track_a_02008,"So was yesterday, and I was surprised I was able to wear my Coach's without freezing my toes off!",0,0,1,0,1
eng_train_track_a_02009,I will never forget hat day.,0,0,0,1,1
eng_train_track_a_02010,"The issue was, when we were smoking it, it felt sharp and acrid and terrible.",1,1,0,1,1
eng_train_track_a_02011,I saw down the hallway a figure walking slowly toward me.,0,1,0,0,1
eng_train_track_a_02012,"So I left the room, went outside and settled once again for going through my mess in my head.",0,1,0,1,0
eng_train_track_a_02013,I walked out kamiyacho station with a big question mark in my head.,0,1,0,0,1
eng_train_track_a_02014,I had a nightmare.,0,1,0,1,0
eng_train_track_a_02015,"Circus clown wallpaper, circus clown figurines, paintings of circus clowns, small statues of circus clowns.",0,1,0,0,1
eng_train_track_a_02016,"this is why i get up every day, lace up my chucks and keep a smile on my face through all sorts of patron issues.",0,0,1,0,0
eng_train_track_a_02017,and that got my head bobbing a little bit.,0,0,1,0,0
eng_train_track_a_02018,The shock burned a part of my thumb.,0,1,0,1,1
eng_train_track_a_02019,Never trust a fart.,0,1,1,0,0
eng_train_track_a_02020,(It was pretty bad).,0,1,0,1,0
eng_train_track_a_02021,The voice echoed in my ears again.,0,1,0,0,0
eng_train_track_a_02022,"Still starved for human interaction, I say okay.",0,1,0,1,0
eng_train_track_a_02023,"The room really isn't a room, it is as though she is kneeling on the floor but I don't see any walls.",0,1,0,0,1
eng_train_track_a_02024,"Even with all that, my asthma still keeps getting worse and worse.",0,1,0,1,0
eng_train_track_a_02025,"For the first time since I collapsed, I was able to let out how I felt inside and what sounded like shrieking began to come out of my mouth.",0,1,0,1,0
eng_train_track_a_02026,"Just as the priest asks if there is any objections, a huge booming thunder rolls out, sounding like a cannon in the church.",0,1,0,0,1
eng_train_track_a_02027,"My stomach twisted for some reason, instinct telling me that it was Lacie he was talking to.",0,1,0,0,0
eng_train_track_a_02028,They were both fantastic.,0,0,1,0,0
eng_train_track_a_02029,always asking for sex.,1,1,0,0,0
eng_train_track_a_02030,All of a sudden we were standing on the street corner waiting for the light to change so we could cross.,0,0,0,0,1
eng_train_track_a_02031,"Between moving appliances yesterday at work, and this morning where I tensed enough to tweak my back, I'm a bit sore.Now Paka has been staring at me wide-eyed and giving her whining-style meow.",0,0,0,1,0
eng_train_track_a_02032,"I didn't leave town this weekend, knowing it was going to rain ( thus my volunteer day today w / the homeless ) whilst my shoulder is all jacked up and clicking.I think I pinched at nerve at the gym.",0,1,0,1,0
eng_train_track_a_02033,"My hands, my lips, my touch These and are few to what it takes To build something no one can imagine.",0,0,1,0,0
eng_train_track_a_02034,At least I have a single room now!,0,0,1,0,0
eng_train_track_a_02035,"Browsing through that page about wheels, this castle wheel, by H. H. Napier / Glenfield Industries, caught my eye.",0,0,1,0,0
eng_train_track_a_02036,My leg so tired 4.,0,1,0,0,0
eng_train_track_a_02037,I can never forget it.,0,1,0,1,0
eng_train_track_a_02038,Jon and I decided to see how long it took for someone to notice the ring on my finger.,0,0,1,0,1
eng_train_track_a_02039,With work-Adam has really been breathing down my neck about files not being opened fast enough.,1,1,0,0,0
eng_train_track_a_02040,"As I jogged down the street, I noticed that the snow was blowing straight into my eyes.",0,1,0,0,1
eng_train_track_a_02041,I just didn't have it in my legs to keep up with that through the hills and fell back.,0,1,0,1,0
eng_train_track_a_02042,"And again, I kinda woke up to another dream.",0,1,1,0,1
eng_train_track_a_02043,rage.. violence... threats until I leave the house... then she bounces back... goes dancing and has sex with a stranger and tells me about it.,1,1,0,1,1
eng_train_track_a_02044,never felt so depressed before.,0,0,0,1,0
eng_train_track_a_02045,"I guess I should learn to just not open my mouth, because this morning when I woke up, I was in Minnesota!!",0,0,0,0,1
eng_train_track_a_02046,They said they don't remember any man.,0,1,0,1,1
eng_train_track_a_02047,"Bit of a pain for us awkward-types, but never fear!",0,1,1,0,0
eng_train_track_a_02048,"But my natural color, on the underside of my forearms for example, is `` dead fishbelly white.",0,0,0,0,0
eng_train_track_a_02049,There was that one night while sleeping in that nice riad when I felt a tickle at the back of my neck.,0,1,0,0,1
eng_train_track_a_02050,"in january i dropped some dead weight, which relieved my back a little from carrying other peoples problems around too much.",0,1,1,0,0
eng_train_track_a_02051,We cuddled on the couch whilst watching TV.,0,0,1,0,0
eng_train_track_a_02052,"Chef is a title like ""supervisor"" or ""manager"".",0,0,0,0,1
eng_train_track_a_02053,Nobody on the other end.,0,1,0,0,1
eng_train_track_a_02054,"To this day, I can't go to the doctor without maniacally spelling `` vaccinations '' in my head, just to make sure I remember how.",0,1,0,0,0
eng_train_track_a_02055,"I dragged my feet home after a tired day in school ( oh man, it's only the first day! )",0,0,0,1,0
eng_train_track_a_02056,They check out the whole house and say it's clear to go back inside.,0,1,1,0,0
eng_train_track_a_02057,"Quite full in my heart actually, for affirming this man, so lovingly, and fearlessly.",0,0,1,0,0
eng_train_track_a_02058,Please stop stealing our dogs!,1,1,0,1,0
eng_train_track_a_02059,I felt the afterglow of the late afternoon sun and the cool zephyr on my skin at the same time when I stood outside the main gates of the university just before I saw his car making that turn.,0,0,1,0,0
eng_train_track_a_02060,Just got back from the dentist a little while ago and I am not a happy camper: ( The Novocaine hasn't even worn completely off yet and my jaw is throbbing.,1,1,0,1,0
eng_train_track_a_02061,Key then hit me on the side of my head.,1,1,0,0,1
eng_train_track_a_02062,"We all went back to the ship, but Mats made me go to the local hospital to check out my heart ( that's an order! )",0,1,0,0,0
eng_train_track_a_02063,Just helping a kid.,0,0,1,0,0
eng_train_track_a_02064,She was promptly dumped.,0,0,0,1,0
eng_train_track_a_02065,Charlie was so crazy!,0,0,1,0,1
eng_train_track_a_02066,"**Elderly man**: Well, there's a lot of them colored folks working there, and I just didn't feel safe leaving it with them.",1,1,0,1,0
eng_train_track_a_02067,"The air is so clear it stings my lungs, which have for months been choked by dust and diesel from the streets of Kabul.",0,1,0,0,0
eng_train_track_a_02068,My brain's dead weight I'm tryin to get my head straight but I can't figure out which Cheerleader i wan na impregnate.,0,1,0,1,0
eng_train_track_a_02069,"I get cramps and aches in my shoulders when I'm even minutely out of position, just imagine what it's going to be like with a completely different seating system, not to mention an entirely new drive mechanism.",0,1,0,0,0
eng_train_track_a_02070,I'll explain myself...,0,1,0,0,0
eng_train_track_a_02071,- I once caught him eating a vat...a VAT of uncooked rice covered in peanut butter.,0,0,0,0,1
eng_train_track_a_02072,I slowed down when I came to a fairly well known speed trap in my town.,0,1,0,0,0
eng_train_track_a_02073,"Right now I am doing the pain killers, and quad exercises, with the proviso that we keep a close eye on the damage already done to my knee.",0,1,0,0,0
eng_train_track_a_02074,My back started aching.,0,1,0,0,0
eng_train_track_a_02075,My heart sank.,0,0,0,1,0
eng_train_track_a_02076,**I have an amazing I-called-that sports story that defies explanation.,0,0,1,0,1
eng_train_track_a_02077,I roomed on my own for the rest of the term.,0,0,0,1,0
eng_train_track_a_02078,It frames my face and makes me look rather clownish.,0,0,0,1,0
eng_train_track_a_02079,It's pretty crazy thinking of the random chance of us never meeting.,0,0,1,0,1
eng_train_track_a_02080,A week later he had a girlfriend.,0,0,1,1,1
eng_train_track_a_02081,i told myself i can't buy anything yet my hand just cant stop me for buying.,0,1,0,0,0
eng_train_track_a_02082,Then buy a farm.,0,0,1,0,0
eng_train_track_a_02083,"I would be about 10 maybe, anyway i was out with my mom , dad and sister.",0,0,1,0,0
eng_train_track_a_02084,"In my head I just said, ""this is going to end badly.",0,1,0,1,0
eng_train_track_a_02085,Hence the goofy grin on my face.,0,0,1,0,0
eng_train_track_a_02086,"Satan said to him, ""God will do everything in His power to destroy you.",1,1,0,1,1
eng_train_track_a_02087,"Alas, I still can't go swimming because my hands can't be wet for a while without being stupid But I can wade?",0,0,1,1,0
eng_train_track_a_02088,I have a ton of stitches in my mouth.,0,1,0,1,0
eng_train_track_a_02089,In a car crash.,0,1,0,1,1
eng_train_track_a_02090,"I have incredibly pale skin, poor circulation in my lips, and blonde eyebrows and eyelashes.",0,0,0,0,0
eng_train_track_a_02091,A journey into my world ( or at least into my brain. ),0,0,0,0,1
eng_train_track_a_02092,I've been having kind of a really rough week and I'm so glad that some of my pals have my back.,0,0,1,1,0
eng_train_track_a_02093,"Anyway, a dream glitch?",0,1,0,0,1
eng_train_track_a_02094,"I got my first raspberry from a crowd surfer falling and my face hitting the monitor, battle wounds.",0,1,0,1,1
eng_train_track_a_02095,None of us did.,0,0,0,0,0
eng_train_track_a_02096,ugh so today i found out that some people have been talking shit abou tme behind my back.,1,1,0,1,1
eng_train_track_a_02097,i think ) into my skin to make the wound bigger then squeezed everything out.,0,1,0,1,0
eng_train_track_a_02098,"It's going to suck worse when I'm barefoot in the kitchen in two months and a piece of glass I overlooked is going to unearth itself and stick into the bottom of my foot, like that one time.",0,1,0,0,0
eng_train_track_a_02099,Over two hours gone.,0,1,0,1,1
eng_train_track_a_02100,One time my aunt was sitting on her front porch in her bare feet and she felt a lick.,0,1,0,0,1
eng_train_track_a_02101,Well one time he actually fell asleep (foot still on gas pedal) and I was actually steering the truck for a few good miles.,0,1,0,0,1
eng_train_track_a_02102,"We didn't swing, we just rested and enjoyed the weather.",0,0,1,0,0
eng_train_track_a_02103,"I shrugged, my eyes on the TV.",0,0,0,0,0
eng_train_track_a_02104,I just realized that I have stitches in my mouth.,0,1,0,0,0
eng_train_track_a_02105,"It was so beautiful; I felt tears of joy run down my face... Five years after World War II ended, Washi and I are at Pearl Harbor for a very special day.",0,0,1,0,0
eng_train_track_a_02106,"Finally facing life responsibilities again, but my head still was on vacation.",0,1,0,0,0
eng_train_track_a_02107,"I said, closing my eyes tightly.",0,1,0,0,0
eng_train_track_a_02108,Started out with me having a migraine and once I got the pain to go away it still was messing with my brain.,0,1,0,1,0
eng_train_track_a_02109,Then again but harder.,0,0,0,0,0
eng_train_track_a_02110,""" and burst out laughing.",0,0,1,0,1
eng_train_track_a_02111,"I hit it again, another familiar value came up.",0,0,1,0,1
eng_train_track_a_02112,My ex boyfriend has been texting me every single day for a month continuously.,1,1,0,1,1
eng_train_track_a_02113,"WANTED to go more like 13, but my heel was a little sore from last weeks `` heavier '' mileage, so I did the smart thing ( I think ) and cut it short.",0,1,0,0,0
eng_train_track_a_02114,and I nodded my head.,0,0,0,0,0
eng_train_track_a_02115,"On the second block, it hit me.",0,1,0,0,1
eng_train_track_a_02116,The most solid relationship in my whole life started with Zelda and Mario!,0,0,1,0,1
eng_train_track_a_02117,I cannot stay here.,1,1,0,1,0
eng_train_track_a_02118,"It didn't hurt at the time, but I was getting a headache and my head started feeling really heavy!",0,1,0,1,0
eng_train_track_a_02119,"I'm still feeling woozy, it's hard to type because my muscles are not cooperating with me.",0,1,0,0,0
eng_train_track_a_02120,"So i walk up to the doctor, shake his hand, then inject him with the killing sauce he just gave to me from my freshly filled needle.",1,1,0,0,0
eng_train_track_a_02121,so I'm stir my heart for Europe travel.,0,0,1,0,0
eng_train_track_a_02122,On the way out I banged my head against the gate.,1,1,0,0,1
eng_train_track_a_02123,My last relationship ended pretty mutually...and I really tried to maintain the friendship.,0,0,1,1,0
eng_train_track_a_02124,"I'm that forgotten tear That forgot to fall Yet lingers on my cheek Brush it away And it's still there Lick it up, And feel it burn your throat, Stripping it red raw.",0,1,0,1,0
eng_train_track_a_02125,All at once we play.,0,0,1,0,0
eng_train_track_a_02126,I actually started to look forward to that because of the flying sensation.,0,0,1,0,0
eng_train_track_a_02127,"I spent the night in my room, then went to bed.",0,0,0,0,0
eng_train_track_a_02128,I sleep facing away from my door.,0,1,0,0,0
eng_train_track_a_02129,i'm going to meet your sister.,0,1,1,0,0
eng_train_track_a_02130,My nose stung and I could see my breath.,0,1,0,0,0
eng_train_track_a_02131,He notes that he is disgruntled about the lack of pirate music.,1,0,0,0,0
eng_train_track_a_02132,"I tilted my head to the side and smiled, `` I know you are.",0,0,1,0,0
eng_train_track_a_02133,"In the past, whenever I've gained weight, it went straight to my hips.",0,0,0,0,0
eng_train_track_a_02134,"To be frank, lens and makeup really succeeded at enlarging my eyes in spite of the grotesque focus of my vision.",0,0,1,0,1
eng_train_track_a_02135,"I drain the last of my beer and the wrap my arms around my bent legs, resting my chin on one knee.",0,0,0,1,0
eng_train_track_a_02136,"I reluctantly take my head off the death machine and turn around to find none other then Jill Nevins sitting some 10 yards behind me, enjoying lunch on the other side of the fence.",0,1,0,0,1
eng_train_track_a_02137,I had two in a row.,0,0,0,0,0
eng_train_track_a_02138,He always assumed he was hallucinating or just going crazy.,0,1,0,1,0
eng_train_track_a_02139,red nails for my foot and pink base plus white coat on the tip!i hope the polish stay as long as possible but my nails are one kind.,0,0,1,0,0
eng_train_track_a_02140,I just didn't see the reason to sit there with a cookie on my nose.,0,0,0,0,0
eng_train_track_a_02141,By the time we landed in Paris ( and for the next 3 weeks ) that is the only song I had in my head.,0,0,0,0,0
eng_train_track_a_02142,Isn't that... Oh I don't know... Against the Bill of Rights?,1,1,0,0,1
eng_train_track_a_02143,""" The other boy clarified, ""Sorry about him.",0,1,0,0,0
eng_train_track_a_02144,The slight cardio made my lungs burn with pain.,0,1,0,0,0
eng_train_track_a_02145,Especially when you don't know the circumstance.,0,1,0,0,1
eng_train_track_a_02146,My face hurt from laughing so much!,0,0,1,0,0
eng_train_track_a_02147,She though she could sneak one out..... ended up dripping poop throughout the department store.,0,1,1,0,1
eng_train_track_a_02148,Put your ray gun to my heeeeeead!,0,1,0,0,1
eng_train_track_a_02149,No one was there.,0,1,0,1,1
eng_train_track_a_02150,"I was okay, though it was hot when it landed at on my arm.",0,0,0,0,0
eng_train_track_a_02151,Every boarding school has some odd tradition or skill students must undertake before graduation.,0,0,0,0,1
eng_train_track_a_02152,As I walked through the waiting area I could not believe my eyes at what I saw.,0,0,0,0,1
eng_train_track_a_02153,"As I got close to it, I realized that my handlebars were not going to fit, but it was too late to stop or turn.",0,1,0,0,1
eng_train_track_a_02154,I'm in the barn all day 6 days a week doing a job that keeps me on my feet and moving for the entire time I'm there.,0,1,0,0,0
eng_train_track_a_02155,"I'm frozen for a few moments, Tears welling to my eyes as I try to squash the emotions.",0,1,0,1,0
eng_train_track_a_02156,Fast forward a year to beginning of hs this year .,0,0,0,0,1
eng_train_track_a_02157,"Jeff got in the tub with me at some point and was also rubbing my back and such, as most of my labor was in my lower back.",0,1,0,1,0
eng_train_track_a_02158,But regardless of that... I know something is wrong in my head.,0,1,0,1,0
eng_train_track_a_02159,I tried to keep my hands washed and be very careful around the kids.,0,1,0,0,0
eng_train_track_a_02160,"Still had sex with her, though.",0,0,1,0,0
eng_train_track_a_02161,I make it a habit of sitting with my back facing a wall so I could see everything and everyone.,0,1,0,0,0
eng_train_track_a_02162,I was at a large rock festival.,0,0,1,0,0
eng_train_track_a_02163,It was through a dream that she learned that his last living thoughts were of her.,0,0,1,1,1
eng_train_track_a_02164,"After entering the park, I started running ( slowly ) again and managed to run ( slowly ) across the finish where a very young ( and very cute ) teenage boy put a medal around my neck.",0,0,1,0,0
eng_train_track_a_02165,"Finding them, I whipped one out and put it in my ear, swabbing.",0,0,0,0,0
eng_train_track_a_02166,"Still, I weathered those personal storms, and now I'm feeling such a brilliant, warm upsurge of energy that it brings tears to my eyes.",0,0,1,0,0
eng_train_track_a_02167,Probably shaved 30 minutes or more of stop and go traffic.,0,0,1,0,0
eng_train_track_a_02168,"I reach down and run my fingers all over the slippery little roundness, feel it lean away and there is no shoulder dystocia, the neck is free and no cord.",0,1,0,0,0
eng_train_track_a_02169,"I wake from my coma, sleep crusting my eyes.",0,1,0,0,0
eng_train_track_a_02170,One day I was searching through my drawers in my room and I found a cassette tape of Babar the elephant.,0,0,1,0,1
eng_train_track_a_02171,When I walked into recovery my heart was pounding.,0,1,0,0,0
eng_train_track_a_02172,It smells divine-citrus and sandalwood-and helps me fool myself into thinking that my hands aren't aging badly.,0,0,1,1,0
eng_train_track_a_02173,If the noise hurt *your* ears then it must have really hurt theirs.,0,1,0,0,0
eng_train_track_a_02174,I rolled my eyes.,1,0,0,0,0
eng_train_track_a_02175,""" I'm terrified that they're going to kill her, beat her, rape her, all of the above.",0,1,0,1,0
eng_train_track_a_02176,"Instead of feeling a smooth, round surface, my tongue encountered a rough, jagged hollow.",0,1,0,1,0
eng_train_track_a_02177,"She began to cry, heaving sobs.",0,1,0,1,0
eng_train_track_a_02178,"The starfish lay by my feet, its back turned to me.",0,0,0,0,0
eng_train_track_a_02179,"Needless to say I'm having plans to do a master in IT Security, he?",0,0,1,0,0
eng_train_track_a_02180,He's telling a little kid a joke.,0,0,1,0,0
eng_train_track_a_02181,Intestines were dangling from my neck and stomach acid was burning my eyes.,1,1,0,1,0
eng_train_track_a_02182,Deer getting hit by snow plows (very messy).,0,1,0,1,1
eng_train_track_a_02183,It wasn't on my shoe anymore.,0,0,1,0,1
eng_train_track_a_02184,"As I was looking at it, a terrifying dog that shows up pretty regularly in my nightmares started barked and throwing itself at the door all Cujo-like.",0,1,0,0,1
eng_train_track_a_02185,"So mostly, I just kept on my feet and did a lot of walking.",0,0,0,0,0
eng_train_track_a_02186,"They dragged him away and he looked very disheartened, defeated...tears streaming down his face.",0,1,0,1,0
eng_train_track_a_02187,It freaked my uncle right the hell out.,0,1,0,0,1
eng_train_track_a_02188,"It's pretty bright.Well, when i awoke i saw that the glow had gone, however when i moved my ankle it totally killed.",0,1,0,1,0
eng_train_track_a_02189,"After the humiliation and my husband laughing uncontrollably at me, my nails remained perfectly intact.",1,0,0,1,0
eng_train_track_a_02190,I was so wrapping up in the boy in my arms.,0,0,1,0,0
eng_train_track_a_02191,I almost envy them; being an actual teenager in this era means that I have a world-weary ennui on my shoulders.,0,0,0,1,0
eng_train_track_a_02192,I remained standing with a blank expression on my face.,0,0,0,1,0
eng_train_track_a_02193,Completely lost my mind.,1,1,0,1,1
eng_train_track_a_02194,Last year my school bus got hit while at a stop.,0,1,0,1,1
eng_train_track_a_02195,again I have a problem with the muscles in the back of my head behind my right ear.,0,1,0,1,0
eng_train_track_a_02196,I know this pain.,0,1,0,1,0
eng_train_track_a_02197,It just felt wrong.,1,1,0,1,0
eng_train_track_a_02198,"Anyway, so I read the cave thing and went to bed pretty creeped out.",0,1,0,0,1
eng_train_track_a_02199,"I have a twin, apparently.",0,1,1,0,1
eng_train_track_a_02200,Maybe a bit younger.,0,0,0,0,1
eng_train_track_a_02201,He then reached across with one of his front paws and put it around my arm.,0,0,0,0,0
eng_train_track_a_02202,"However untrue I know this is intellectually -- for I still have family in Indiana, Aunts, Uncles, Cousins, and my Grandfather Lucas, who is still alive and kickin ' -- I still can not ignore this damned shade that keeps popping up over my shoulder and whisper's my worst fear: `` Alone. ''",0,1,0,1,0
